56	73	4	1110055771
13	52	1	1110430363
91	5	0	1110863185
85	0	0	1111410423
133	26	0	1111941244
145	50	2	1111985959
122	2	2	1112178372
7	61	5	1114499343
62	78	4	1115309537
62	64	4	1115560080
85	14	3	1117952765
1	28	3	1118551434
2	42	1	1118719470
21	57	4	1118899905
35	11	4	1119463616
2	14	3	1119732222
3	0	3	1120252862
80	79	1	1120334175
92	5	3	1121115643
37	72	2	1121782489
134	40	3	1122081637
104	29	4	1122134498
98	52	2	1122626811
31	25	3	1122861132
50	54	2	1123186383
111	48	2	1124185356
99	52	1	1124644450
135	54	2	1124674743
63	78	5	1124871888
67	41	3	1125175957
13	66	3	1125360510
28	20	5	1126355964
123	30	4	1127547626
70	69	2	1127770723
43	77	4	1129374127
145	78	2	1130806167
122	16	3	1131289255
86	70	0	1131405741
68	83	2	1131514902
121	58	1	1132369851
56	59	4	1133002537
64	78	2	1133656431
8	61	1	1134178322
115	11	0	1134495241
86	0	2	1134500032
73	74	3	1134548390
40	30	3	1134784350
41	44	1	1136470296
44	49	3	1137438293
100	38	4	1137888663
92	61	4	1138033428
69	83	2	1138260780
110	62	2	1138640144
79	37	4	1138782983
123	2	3	1140149923
121	44	3	1141433560
32	39	0	1141513964
140	45	4	1141833680
41	2	0	1142449200
22	57	4	1142512360
71	69	4	1142933495
74	4	5	1143475062
68	13	1	1143581572
1	70	2	1144578319
70	83	2	1145330085
43	21	2	1146107277
134	26	0	1146570778
57	59	2	1146874465
57	73	1	1147679375
21	43	0	1147803306
141	3	3	1147862029
111	62	0	1148179011
72	69	3	1148492547
42	2	3	1149462942
128	77	2	1150347114
146	78	2	1151064019
33	81	3	1151199819
9	33	1	1151738388
9	75	3	1152545727
49	12	2	1152610494
116	53	5	1152854213
92	33	3	1153070524
136	54	3	1154521508
56	45	2	1156075447
87	0	2	1156544787
19	71	2	1157218231
139	59	1	1157565404
122	58	1	1157590610
133	68	5	1158332740
124	2	1	1159750635
140	31	0	1160215690
147	78	4	1160284376
13	38	5	1161532377
25	48	3	1162129431
142	3	4	1163688511
45	49	4	1163697926
10	33	5	1164119932
8	5	2	1164565573
103	1	2	1165596588
42	44	5	1166201038
46	35	2	1168460263
124	30	2	1168535286
97	10	3	1168649774
20	29	4	1169271688
3	14	0	1169664779
44	77	3	1170104480
4	0	5	1172917204
69	13	4	1174180812
127	63	2	1174582214
116	11	4	1175766063
85	28	3	1175852622
61	36	2	1177309036
47	35	4	1177951758
39	16	3	1178032693
26	76	2	1179687362
34	81	1	1181384969
48	35	3	1181816731
141	45	2	1183146434
70	13	4	1184081501
74	32	2	1186413517
133	12	0	1187400508
141	17	2	1187622092
79	9	2	1188543712
51	26	5	1190050491
57	45	4	1190080829
68	41	0	1190872244
26	48	2	1191076700
110	34	4	1191693448
140	59	4	1192318968
49	35	2	1192389446
62	36	4	1192557981
109	76	3	1193629287
81	79	0	1194903224
103	15	3	1195662766
97	66	3	1196806889
43	2	4	1196937678
58	45	0	1197428243
123	16	3	1199433117
115	81	0	1200781342
13	24	3	1201769756
33	39	3	1202004779
88	0	2	1202822435
115	67	4	1203195081
135	26	3	1205851345
142	17	3	1206578938
13	80	2	1207087651
104	71	3	1210247846
29	20	2	1210864898
116	81	3	1210882050
9	19	2	1212502565
57	31	2	1213288651
98	80	2	1214295224
4	14	2	1214423696
122	44	3	1214809178
59	45	3	1216613668
14	52	2	1216933972
14	24	3	1217316121
125	30	5	1217765226
128	35	4	1217802541
121	72	3	1218058084
93	5	2	1218609079
15	24	3	1219049503
2	70	4	1219479184
14	80	2	1219630440
98	24	2	1220066404
72	55	4	1220357572
76	18	5	1222441367
71	83	2	1223640741
63	36	4	1224064585
55	17	1	1224256553
98	66	3	1224368586
112	48	4	1225000534
46	49	3	1225241745
60	45	4	1225301265
44	21	3	1226680706
58	3	1	1227177813
56	17	2	1227249948
143	3	3	1229016176
20	71	0	1230528292
71	13	2	1231417207
75	32	1	1231920066
67	27	4	1233339657
125	2	1	1234173428
146	50	2	1235989313
145	8	2	1238301228
126	30	2	1238410385
35	81	1	1239227458
73	46	3	1239650759
117	81	2	1240151967
136	26	3	1240877102
58	31	0	1242305900
11	33	3	1243144298
61	8	3	1243475608
63	64	1	1243618413
74	74	1	1246212458
127	30	5	1246981207
75	4	1	1247914813
52	26	4	1248604598
5	14	5	1249300117
23	57	4	1251403101
141	31	1	1251441290
143	17	2	1252696239
72	83	3	1252826838
14	38	2	1253098166
142	31	3	1253782670
143	73	2	1253926376
104	1	1	1254007378
144	73	2	1256250670
38	72	5	1256560000
14	66	2	1257139601
21	15	1	1257268641
105	1	4	1257340800
15	38	2	1258018689
94	5	5	1258022187
74	46	2	1258941528
53	26	3	1261328343
148	22	3	1262592906
128	49	4	1262785421
59	31	2	1263031301
40	58	5	1263162438
27	76	2	1263172284
76	32	2	1263799637
24	57	0	1263819121
57	17	5	1263879899
16	38	3	1264424327
2	28	0	1264920825
22	1	5	1266953488
134	68	5	1267299188
5	0	2	1267638834
95	5	5	1267761066
77	18	4	1268773417
3	28	1	1269446164
16	24	2	1270242042
27	62	4	1270251035
33	67	5	1270870291
137	26	5	1272421307
128	63	1	1274022917
75	74	4	1274058571
142	45	3	1274183806
89	0	2	1274319552
148	78	2	1275754447
96	5	1	1275802406
105	29	2	1276095552
25	57	3	1276362342
27	48	0	1276719557
6	0	4	1277454402
76	4	3	1277938565
59	3	4	1279793124
81	23	3	1280483050
60	31	5	1282760998
73	55	2	1283813963
77	32	3	1284473587
58	73	3	1286227283
15	80	2	1286859338
146	36	4	1288693579
45	77	0	1288838137
99	66	0	1289132344
15	52	0	1290272020
45	21	4	1290513286
124	16	5	1290574551
26	57	5	1291723628
80	9	2	1291940775
46	77	0	1292326152
34	67	0	1294222182
68	27	0	1295044045
146	8	0	1297137990
104	15	1	1297501369
118	81	5	1298110835
100	52	0	1298935219
116	39	2	1299258608
105	15	2	1300788525
135	40	4	1301476763
31	53	3	1303529552
49	68	2	1303643708
47	49	0	1304838981
12	33	3	1304905374
145	73	3	1305085378
9	5	0	1305207986
50	68	2	1306228265
98	10	3	1308335590
136	40	2	1308407922
82	23	5	1308410524
69	41	4	1308675259
16	80	2	1309134971
137	40	5	1309404514
129	49	5	1309436144
149	22	2	1309822887
17	38	4	1310838970
64	36	1	1311204890
117	11	2	1311303003
65	36	5	1311335187
86	14	4	1312275952
61	45	1	1312462062
50	35	1	1312486623
146	73	4	1312629543
144	17	2	1314146870
147	73	2	1316174972
70	41	3	1318460407
64	64	2	1318482910
65	64	4	1318731902
63	50	3	1318873052
66	36	0	1319768416
67	36	0	1321005697
6	14	1	1322985020
74	60	3	1323201047
23	1	2	1323789823
72	13	5	1323823557
129	77	4	1324784489
129	63	5	1325932566
13	33	5	1326000932
106	1	4	1326910935
99	10	3	1326929211
130	49	2	1327407747
3	42	4	1327487621
18	38	3	1327575257
147	8	4	1327759231
59	73	1	1328005539
14	10	1	1328230799
61	31	4	1332306788
73	83	1	1332494427
44	2	3	1333158960
125	16	2	1333624155
86	28	5	1333858462
15	10	3	1334110423
41	58	1	1334534208
117	25	4	1334614759
16	10	2	1335112197
110	76	0	1335661959
147	36	2	1336384746
119	81	2	1336430380
51	68	2	1336848143
123	58	2	1337030017
149	78	2	1337459140
138	26	4	1337550610
105	71	4	1340613597
128	30	2	1340922370
126	2	5	1341780099
87	28	2	1341854715
147	50	4	1342562403
22	15	2	1342746866
80	51	2	1342936239
9	61	2	1343618596
82	79	0	1345292149
150	78	5	1345334238
40	16	5	1345726131
45	2	0	1346319019
97	5	2	1346356597
43	44	4	1347534366
1	56	2	1347670662
143	45	0	1347734886
137	54	1	1348388871
30	20	2	1348480260
148	73	4	1348696600
31	20	4	1348911510
14	33	4	1349135912
74	55	4	1349290007
138	40	5	1349414083
25	34	0	1350078661
58	59	4	1350098014
111	76	3	1352212915
136	82	1	1352377029
81	9	2	1353181735
123	44	3	1353611044
17	80	3	1354033497
62	45	5	1354409865
28	48	2	1355308193
19	38	0	1356903339
47	77	4	1357392293
62	22	1	1357536610
28	62	1	1360672137
112	6	3	1361259019
127	2	0	1361314426
24	1	2	1361584586
18	80	1	1362802665
127	7	5	1363044997
93	19	5	1363764156
130	77	5	1363994425
148	8	3	1365231266
148	50	3	1366153547
101	52	4	1367773988
77	4	1	1367968565
85	56	3	1369608763
41	30	3	1369844811
34	39	1	1370201022
42	58	4	1370754330
111	34	4	1371909362
102	52	2	1373795084
99	80	0	1373884673
75	55	3	1374448011
124	58	2	1374613409
143	31	5	1375264007
81	51	2	1377114305
17	24	4	1378432787
49	82	4	1378768425
83	79	5	1379490356
128	2	3	1380603019
137	82	0	1382298827
10	61	1	1384201562
78	32	2	1384367674
91	75	2	1384533724
29	62	0	1384664132
18	24	2	1384790084
135	68	5	1385745627
122	72	3	1386011884
10	75	4	1386223478
50	12	3	1386486686
26	34	3	1387708451
19	24	2	1388075314
79	32	2	1389834801
27	57	4	1389860761
126	16	4	1390175354
145	17	3	1390270661
112	62	1	1392244899
43	58	2	1392394619
112	76	1	1392422170
125	58	1	1393174435
90	0	2	1393835197
58	17	4	1394170642
78	18	2	1395054340
19	80	2	1396780890
23	15	2	1397254090
100	66	2	1398939720
106	29	3	1399452534
88	28	2	1400003222
126	58	1	1400212217
106	71	3	1400237064
63	22	0	1400377926
81	65	2	1400708625
149	50	5	1401319933
103	57	3	1404031980
32	53	3	1405935623
43	7	2	1407038203
60	73	1	1408234828
15	33	4	1408596980
68	36	3	1408786946
44	58	0	1409135213
101	66	0	1410031444
138	54	2	1410305971
139	26	4	1410379586
61	73	4	1410653324
130	63	0	1411649542
11	75	4	1412287827
117	53	2	1413686640
20	38	1	1413742616
82	9	2	1414546209
99	24	3	1414886329
2	56	3	1416581814
50	82	5	1416909350
93	33	0	1418385147
94	19	4	1418632606
15	66	2	1420087247
86	56	4	1420838032
51	12	4	1421533115
62	73	0	1422387123
141	59	5	1422444308
92	75	4	1423390274
104	57	4	1423580826
33	53	2	1424570666
20	24	2	1425392938
129	2	3	1427037225
45	58	3	1431069967
29	48	1	1431528531
86	42	2	1432603694
36	11	1	1433144478
105	57	4	1433304704
91	0	0	1433547094
131	49	5	1434415179
131	63	0	1436230550
20	80	1	1437293309
83	9	5	1437649574
92	47	4	1439182973
59	17	2	1439677420
130	2	3	1440578791
117	39	1	1440634234
48	77	4	1440978878
51	54	0	1443737019
129	21	4	1445511880
76	55	5	1446350714
35	39	3	1447710232
12	75	0	1448003374
83	23	5	1448218961
30	48	2	1448937944
75	46	5	1449660117
41	16	2	1450487174
100	24	4	1450872318
28	76	0	1450928879
52	12	5	1450950741
107	29	3	1451052807
84	23	4	1453685837
76	74	3	1454061092
71	41	2	1454262430
21	29	4	1455906190
16	52	2	1456946193
144	31	4	1457001402
30	62	1	1457330964
98	5	2	1458342739
138	82	2	1460080904
113	6	0	1461208827
123	72	2	1461607092
77	74	0	1462968929
80	32	4	1465433860
84	9	3	1466555449
60	17	2	1467090758
79	18	2	1468875057
28	6	4	1469389783
11	61	0	1470227094
37	11	0	1470257359
65	78	3	1472861410
108	29	3	1473391365
22	29	2	1473663839
145	31	1	1476365742
128	7	4	1477121194
75	60	3	1477881328
46	2	4	1478569287
48	49	4	1479655213
73	69	3	1480405576
62	8	4	1480762737
89	28	2	1480807808
21	80	2	1481576833
118	39	5	1482782069
84	79	5	1482915403
53	12	2	1484677882
64	50	2	1486389813
101	38	0	1488771946
44	44	3	1488975035
7	14	4	1489151281
74	69	4	1489677616
36	81	4	1490505803
144	3	2	1491833782
99	5	4	1491966608
124	72	4	1493550090
3	56	2	1493577820
90	28	4	1494689653
60	3	0	1495169905
112	34	0	1496574253
150	50	3	1498086052
125	72	5	1498850020
93	75	1	1499909697
93	47	2	1501991108
126	72	5	1503037402
65	50	3	1503752102
103	52	4	1504096539
35	67	4	1505394827
8	14	2	1506384106
107	1	2	1506534662
107	71	3	1507382798
93	61	2	1507864311
45	44	5	1509786449
127	72	1	1510335681
39	72	3	1510565664
66	50	4	1510859266
113	34	2	1511177157
22	80	3	1511188437
16	66	3	1512654695
109	29	2	1512997246
9	47	5	1513625500
132	63	2	1513685909
131	2	4	1513736938
146	17	4	1514512542
116	67	4	1514577373
102	66	1	1514586178
94	47	4	1515612517
113	62	4	1515719997
120	81	1	1516922769
27	34	5	1517459180
78	74	0	1517500165
139	54	4	1517576868
117	67	0	1517660415
63	8	3	1518473531
108	1	2	1518639759
136	68	2	1518901780
72	41	4	1519204935
111	20	4	1519741061
128	72	5	1520029971
17	66	3	1520582335
49	40	4	1520781255
51	82	0	1521522916
43	63	2	1522589747
36	39	1	1523580634
37	39	3	1524275200
150	22	4	1524379567
100	5	3	1524433508
109	1	2	1524556876
36	67	2	1524970079
137	68	2	1525193183
64	22	1	1525422284
134	12	3	1526816336
10	47	3	1526854590
92	0	5	1527352736
3	70	5	1527863512
131	77	2	1528116553
129	72	3	1528355755
129	35	0	1528711570
10	19	5	1529520788
110	1	2	1529613419
66	64	2	1529688941
44	63	2	1529799159
133	63	5	1531148064
10	5	4	1531168513
114	62	2	1531951028
21	24	4	1532459914
142	59	4	1532867244
132	77	1	1534145552
29	76	5	1537051366
69	27	3	1537532355
80	37	5	1537712889
145	64	2	1539371927
65	22	4	1540965659
119	39	4	1542035257
118	53	2	1542521157
94	33	4	1542659421
140	54	1	1542864404
25	1	4	1543975241
80	18	0	1544344925
124	44	3	1544598660
38	39	4	1544896443
17	10	4	1545095516
62	31	4	1545261485
67	50	5	1545844703
134	63	1	1545931706
75	69	5	1546264362
85	79	1	1546452721
4	56	4	1546753731
30	76	3	1547378215
4	42	3	1547734705
93	0	0	1548105909
73	13	3	1548611777
74	13	4	1549603301
31	48	4	1549759796
148	36	2	1549945548
63	45	5	1551183078
31	76	4	1551309053
76	46	5	1552755795
49	77	2	1553436168
28	57	3	1554693680
46	44	3	1554974860
26	1	2	1554976859
102	38	1	1555975513
81	37	0	1557966242
118	11	1	1558686718
108	71	2	1558985659
69	36	4	1559171367
52	54	4	1562998111
149	36	2	1563877009
87	56	4	1564223076
23	80	3	1564469772
130	35	2	1564616638
129	30	5	1564764925
59	59	4	1564813464
103	43	1	1564996262
139	40	4	1566149291
64	8	4	1566867900
95	33	5	1568151805
112	20	0	1569137796
79	74	2	1570271295
52	68	2	1573963587
94	61	5	1574278075
103	66	3	1574487013
38	11	5	1576099456
76	69	5	1578440828
70	36	3	1579108980
45	63	3	1580146931
73	41	5	1580344066
71	36	4	1580476156
61	3	4	1582030730
54	26	1	1582339191
119	11	1	1583912799
94	75	2	1584033885
44	7	4	1585430344
4	70	5	1587066428
22	43	4	1587130920
21	38	3	1589834145
100	80	3	1591415204
63	73	2	1591455847
27	1	2	1592255956
13	75	0	1592438545
18	10	4	1592656944
14	75	2	1593313845
132	2	3	1593682506
22	38	3	1593772324
47	2	4	1594013680
74	41	4	1594332665
110	29	3	1594387088
104	66	0	1594417146
77	69	5	1596249501
131	35	1	1596497433
82	51	2	1596779013
111	1	0	1597913718
32	76	4	1598148923
28	34	3	1599094804
149	8	2	1599207042
80	74	2	1599672591
50	77	3	1600346438
130	72	2	1602484971
51	35	3	1602893378
53	54	1	1605172969
77	46	2	1605340859
1	23	3	1605953975
94	0	1	1606513837
140	26	3	1607869156
1	51	2	1610358595
64	73	5	1610796227
95	19	0	1610806787
37	67	3	1610913088
67	64	3	1611774244
11	5	0	1612194922
11	47	1	1612199288
118	25	3	1612565432
87	70	2	1613634495
106	57	3	1613775665
132	35	5	1614521914
68	50	2	1614647653
2	23	5	1614732507
63	31	3	1615049945
64	45	4	1616178861
46	58	2	1616528014
132	49	3	1617648086
54	12	1	1620246385
119	25	0	1621208298
5	56	1	1622164205
42	30	5	1622762793
135	12	4	1623361461
34	53	3	1623579618
74	83	5	1623586013
16	33	5	1624157674
103	38	4	1625637090
24	15	0	1626080851
87	42	4	1626814307
21	71	3	1627567437
64	31	4	1627745880
75	41	3	1627851048
106	15	2	1629046248
91	28	4	1629714632
130	21	4	1629774723
147	17	5	1630142455
18	66	1	1630588556
12	5	2	1631278270
69	50	2	1631809625
65	73	4	1632215121
136	12	2	1632230240
17	33	2	1632802756
5	70	3	1633681925
140	40	1	1634082955
70	27	4	1634121334
121	81	2	1634686534
19	10	5	1634743919
95	47	2	1635517893
66	73	3	1637111176
66	22	0	1637599446
146	64	2	1637822470
43	30	2	1639366620
25	15	2	1640569936
111	29	2	1642614274
24	80	3	1642773221
82	37	3	1643444206
83	37	3	1644573707
25	80	4	1647372662
78	4	2	1649095979
133	35	0	1649385644
135	63	0	1651595937
22	71	3	1653526684
18	33	1	1653604824
17	52	4	1657030014
49	49	0	1657527494
65	8	0	1658041763
46	21	4	1658593836
6	56	4	1659866264
33	76	2	1660698110
141	40	0	1660784135
104	43	2	1661241510
76	60	3	1661433946
115	62	2	1661630735
23	38	1	1661685815
122	81	2	1662474999
67	22	4	1662796585
23	71	2	1663724800
114	34	3	1664275627
113	20	5	1664798206
26	15	2	1665093273
105	43	2	1665647174
40	72	4	1666591039
115	34	4	1667179878
116	62	1	1667409079
53	68	2	1667766294
78	46	4	1668724723
23	29	1	1669041732
65	31	1	1669110532
150	36	0	1669351491
139	82	1	1669610799
12	61	0	1670590250
95	75	2	1673001840
138	68	4	1673620040
47	58	0	1674492254
125	44	1	1675839310
141	54	3	1676538015
15	75	2	1677638409
146	31	4	1679260235
3	23	3	1679877990
35	53	2	1680779278
13	5	4	1683296313
31	62	3	1683565120
101	24	4	1683783412
75	83	3	1684790807
68	22	2	1685262044
52	82	4	1686746627
53	82	4	1687802794
66	31	3	1687888315
52	35	1	1689273808
141	26	2	1689588389
36	53	0	1690201822
86	79	5	1690765276
54	82	1	1691932799
102	24	2	1692564117
88	42	2	1692703803
87	79	2	1694060790
12	47	5	1694954311
22	24	4	1696215351
32	62	5	1698670618
27	15	4	1698952719
19	33	2	1698976705
29	34	4	1702056306
81	18	3	1702334792
68	64	3	1704046664
96	75	1	1704295971
24	38	0	1704784578
37	53	2	1705611353
44	30	3	1707295749
107	15	5	1707524951
70	50	2	1707577150
28	1	2	1708499113
4	23	2	1709095157
29	1	3	1709478738
54	68	2	1709788333
48	58	2	1710429945
107	57	3	1710573709
50	49	2	1710922290
108	57	4	1711386917
77	55	2	1711620895
95	0	0	1712164508
23	43	4	1712189549
13	61	1	1712511005
55	26	1	1713027204
100	10	5	1713156683
129	7	3	1713570248
26	80	0	1713875711
33	62	4	1714787635
28	15	4	1715438746
9	14	4	1716094199
77	60	3	1716400562
20	33	3	1717132197
81	74	5	1717698700
88	79	4	1718147417
2	51	3	1718705382
14	5	2	1718817387
150	8	3	1718909505
15	5	4	1719326936
116	34	0	1720200838
140	82	2	1720778625
96	0	5	1721168709
47	21	0	1721292047
50	40	5	1721676775
19	66	3	1724270641
104	52	2	1725101651
39	39	2	1725679677
29	57	2	1726939788
147	64	2	1728513654
101	5	4	1730197398
84	37	2	1730364024
127	58	1	1731711878
5	42	4	1731725301
105	52	3	1732753961
30	1	2	1733087556
34	76	0	1733174341
78	55	5	1733728138
48	2	4	1734056016
131	21	5	1734373042
112	1	2	1735322562
147	31	2	1735503445
66	78	4	1736480580
37	81	2	1738986259
85	9	1	1739838408
46	63	0	1741351788
137	12	3	1741602305
40	39	1	1741951953
120	11	3	1741967912
138	12	3	1742365437
148	17	1	1742393038
86	9	2	1743446589
89	42	3	1744642010
49	58	3	1744651144
71	27	3	1745990615
45	30	2	1747393016
10	14	3	1747840126
24	43	5	1748366400
39	11	2	1748544305
120	39	2	1751228962
29	6	3	1751460145
104	38	3	1752221071
24	71	0	1752310305
20	10	3	1752709939
61	17	3	1754134898
121	11	4	1754336040
78	60	4	1754729808
69	64	0	1756071800
96	19	2	1756087160
18	52	2	1756107917
51	49	2	1756588924
149	17	3	1757218749
87	9	3	1757826684
123	81	5	1757971401
139	12	2	1758657983
141	82	3	1759053108
88	56	4	1760938338
48	21	4	1761333627
30	34	2	1762484415
133	2	4	1762543050
82	74	3	1764046103
55	12	0	1764425444
109	57	3	1765108598
30	57	2	1765463159
3	51	4	1766261762
85	23	1	1767584832
31	34	5	1767718991
71	50	4	1769422362
32	20	4	1769930830
148	31	1	1771338909
109	71	2	1771578550
142	26	0	1772070703
7	0	2	1772269953
87	14	3	1772490166
140	12	2	1774193554
112	29	3	1774694441
38	81	0	1775039255
133	77	3	1775129592
134	2	3	1775262130
89	79	2	1776464794
72	36	1	1776958009
130	7	0	1777547077
134	77	5	1780977517
62	3	1	1782465381
128	58	2	1784328354
60	59	4	1784564318
120	25	4	1784719533
82	18	1	1786412711
131	7	2	1786668559
33	20	2	1786961974
130	30	3	1787129212
52	49	0	1787130159
54	54	4	1787476415
25	38	2	1788456957
121	39	1	1790548792
20	66	3	1792733467
65	45	2	1793663131
32	48	3	1794789380
150	17	3	1796661862
135	2	0	1797248164
83	74	2	1797392596
27	80	0	1798544143
90	42	0	1798650592
114	20	1	1798746167
38	67	3	1799700154
62	17	1	1801308148
132	7	2	1801555794
40	11	1	1801988582
133	49	1	1803901457
83	51	1	1804400844
127	16	2	1805571453
134	49	4	1806676247
113	76	3	1806850484
86	23	4	1807430284
73	36	5	1808541653
96	47	0	1809869423
113	29	5	1809915586
21	33	2	1810222936
114	6	0	1810312887
51	40	4	1810478289
82	65	5	1810514332
105	38	3	1810711830
142	40	2	1810767016
6	70	3	1811847742
96	33	3	1812137426
79	46	4	1812159179
72	50	4	1812829227
114	29	4	1815513915
115	20	4	1815888564
79	4	2	1816000647
97	0	2	1817068177
26	38	1	1817961977
70	64	3	1818488000
83	18	4	1819267276
122	39	0	1819964061
4	28	1	1820651570
141	12	3	1821889523
27	38	2	1822439462
142	82	2	1822444636
142	54	2	1823061185
23	24	3	1823518383
25	71	3	1823795301
1	37	3	1825014121
32	34	2	1825023786
76	83	2	1825148525
97	19	4	1825936786
11	19	4	1827186606
143	59	2	1827910711
42	16	3	1827921373
97	47	1	1828362416
143	40	3	1828921984
61	59	2	1828927199
79	60	3	1828938985
80	46	4	1829143929
106	43	2	1829904831
135	77	5	1830114982
63	17	1	1830116764
49	2	1	1831470688
142	12	2	1831757856
124	81	4	1832885687
89	56	1	1833516927
34	20	4	1833565103
90	79	4	1833854924
62	59	0	1835192312
125	81	2	1835815519
5	23	3	1835859196
126	44	4	1837415982
32	25	2	1838345679
28	38	0	1839508462
117	34	4	1839593500
1	9	3	1839768696
87	23	3	1840572176
113	48	4	1841650734
64	17	0	1841738315
101	80	5	1844153994
136	63	0	1844474491
19	52	3	1846308036
29	15	3	1846769074
30	6	2	1847133575
92	28	0	1848402734
118	34	3	1848585422
105	66	1	1849152008
50	2	3	1850447387
108	15	1	1850733953
91	42	2	1851545421
4	51	3	1851772222
102	5	4	1852691323
7	56	1	1853006994
35	20	4	1853348674
88	70	3	1853927025
12	19	4	1855767380
84	18	2	1855786378
91	79	2	1856308878
66	8	4	1856977975
73	50	4	1857042005
16	75	2	1858254644
106	66	5	1858598981
122	11	5	1858810686
117	62	2	1859481368
33	34	4	1862007158
127	44	3	1863207920
47	63	2	1863575458
65	17	3	1864368781
84	74	5	1865638061
72	27	2	1865882033
67	78	3	1866812342
106	38	0	1867526223
118	62	5	1867981710
31	6	1	1868909727
80	60	3	1868927406
17	75	2	1869670897
136	2	2	1872259597
34	62	4	1872264531
22	33	1	1872538950
89	70	2	1872567046
45	7	5	1873083593
145	3	2	1874827281
47	44	3	1875329302
81	60	2	1875603741
1	18	0	1876850244
51	77	3	1877996213
13	47	5	1878118269
56	12	2	1878271290
90	56	3	1880064654
32	6	1	1880687758
31	1	2	1881197775
103	24	4	1881377623
46	7	5	1881429971
21	66	5	1881897072
123	39	4	1882337322
133	7	0	1882955613
67	73	3	1882956373
68	78	2	1883164275
21	10	1	1883969228
81	46	4	1884854532
74	50	5	1885821270
31	57	4	1886073538
22	66	2	1886408647
41	11	0	1889735420
149	73	3	1890026527
49	21	0	1890665856
52	77	4	1892735572
47	7	2	1894153140
144	40	2	1894416351
24	24	4	1895343319
14	61	1	1896386847
57	12	4	1896600374
128	16	5	1897988753
131	72	3	1899043845
119	34	1	1900044361
14	47	2	1900278058
69	78	3	1901906850
28	80	3	1902334585
134	35	4	1902431513
20	52	3	1903724858
88	14	5	1904060857
73	27	4	1905606451
115	29	5	1905636690
116	20	4	1906410778
